year,datebegin,City,Country,Station area,Station type,AQI
2565,22/4/2565,Sofia,Bulgaria,Urban,Background,2.8
2565,21/4/2565,Sofia,Bulgaria,Urban,Background,3.5
2565,20/4/2565,Sofia,Bulgaria,Urban,Background,4.8
2565,19/4/2565,Sofia,Bulgaria,Urban,Background,1.7
2565,18/4/2565,Sofia,Bulgaria,Urban,Background,2.2
2565,17/4/2565,Sofia,Bulgaria,Urban,Background,2.4
2565,16/4/2565,Sofia,Bulgaria,Urban,Background,4
2565,15/4/2565,Sofia,Bulgaria,Urban,Background,3.4
2565,14/4/2565,Sofia,Bulgaria,Urban,Background,3.8
2565,13/4/2565,Sofia,Bulgaria,Urban,Background,3.4
2565,12/4/2565,Sofia,Bulgaria,Urban,Background,3.8
2565,11/4/2565,Sofia,Bulgaria,Urban,Background,2.8
2565,10/4/2565,Sofia,Bulgaria,Urban,Background,3.2
2565,9/4/2565,Sofia,Bulgaria,Urban,Background,2.1
2565,8/4/2565,Sofia,Bulgaria,Urban,Background,1.7
2565,7/4/2565,Sofia,Bulgaria,Urban,Background,3.3
2565,6/4/2565,Sofia,Bulgaria,Urban,Background,4
2565,5/4/2565,Sofia,Bulgaria,Urban,Background,3.1
2565,4/4/2565,Sofia,Bulgaria,Urban,Background,2.6
2565,3/4/2565,Sofia,Bulgaria,Urban,Background,1.6
2565,2/4/2565,Sofia,Bulgaria,Urban,Background,2.6
2565,1/4/2565,Sofia,Bulgaria,Urban,Background,5.5
2565,31/3/2565,Sofia,Bulgaria,Urban,Background,3
2565,30/3/2565,Sofia,Bulgaria,Urban,Background,5.6
2565,29/3/2565,Sofia,Bulgaria,Urban,Background,5.9
2565,28/3/2565,Sofia,Bulgaria,Urban,Background,5.1
2565,27/3/2565,Sofia,Bulgaria,Urban,Background,5
2565,26/3/2565,Sofia,Bulgaria,Urban,Background,7.4
2565,25/3/2565,Sofia,Bulgaria,Urban,Background,5.5
2565,24/3/2565,Sofia,Bulgaria,Urban,Background,9.8
2565,23/3/2565,Sofia,Bulgaria,Urban,Background,3.2
2565,22/3/2565,Sofia,Bulgaria,Urban,Background,7.7
2565,21/3/2565,Sofia,Bulgaria,Urban,Background,11.2
2565,20/3/2565,Sofia,Bulgaria,Urban,Background,5.4
2565,19/3/2565,Sofia,Bulgaria,Urban,Background,7.6
2565,18/3/2565,Sofia,Bulgaria,Urban,Background,4.4
2565,17/3/2565,Sofia,Bulgaria,Urban,Background,5.2
2565,16/3/2565,Sofia,Bulgaria,Urban,Background,16.2
2565,15/3/2565,Sofia,Bulgaria,Urban,Background,13.5
2565,14/3/2565,Sofia,Bulgaria,Urban,Background,15.5
2565,13/3/2565,Sofia,Bulgaria,Urban,Background,11.5
2565,12/3/2565,Sofia,Bulgaria,Urban,Background,6.3
2565,11/3/2565,Sofia,Bulgaria,Urban,Background,6.9
2565,10/3/2565,Sofia,Bulgaria,Urban,Background,4.4
2565,9/3/2565,Sofia,Bulgaria,Urban,Background,7.3
2565,8/3/2565,Sofia,Bulgaria,Urban,Background,7.5
2565,7/3/2565,Sofia,Bulgaria,Urban,Background,3.7
2565,6/3/2565,Sofia,Bulgaria,Urban,Background,3.5
2565,5/3/2565,Sofia,Bulgaria,Urban,Background,9.7
2565,4/3/2565,Sofia,Bulgaria,Urban,Background,15.1
2565,3/3/2565,Sofia,Bulgaria,Urban,Background,6.5
2565,2/3/2565,Sofia,Bulgaria,Urban,Background,5.8
2565,1/3/2565,Sofia,Bulgaria,Urban,Background,3.4
2565,28/2/2565,Sofia,Bulgaria,Urban,Background,3.8
2565,27/2/2565,Sofia,Bulgaria,Urban,Background,5.4
2565,26/2/2565,Sofia,Bulgaria,Urban,Background,10.8
2565,25/2/2565,Sofia,Bulgaria,Urban,Background,10.5
2565,24/2/2565,Sofia,Bulgaria,Urban,Background,3.8
2565,23/2/2565,Sofia,Bulgaria,Urban,Background,4.4
2565,22/2/2565,Sofia,Bulgaria,Urban,Background,5.7
2565,21/2/2565,Sofia,Bulgaria,Urban,Background,6.4
2565,20/2/2565,Sofia,Bulgaria,Urban,Background,11.3
2565,19/2/2565,Sofia,Bulgaria,Urban,Background,11.2
2565,18/2/2565,Sofia,Bulgaria,Urban,Background,3.7
2565,17/2/2565,Sofia,Bulgaria,Urban,Background,11.3
2565,16/2/2565,Sofia,Bulgaria,Urban,Background,13
2565,15/2/2565,Sofia,Bulgaria,Urban,Background,13.7
2565,14/2/2565,Sofia,Bulgaria,Urban,Background,11.3
2565,13/2/2565,Sofia,Bulgaria,Urban,Background,5.4
2565,12/2/2565,Sofia,Bulgaria,Urban,Background,9.9
2565,11/2/2565,Sofia,Bulgaria,Urban,Background,20.4
2565,10/2/2565,Sofia,Bulgaria,Urban,Background,14.1
2565,9/2/2565,Sofia,Bulgaria,Urban,Background,3.5
2565,8/2/2565,Sofia,Bulgaria,Urban,Background,4
2565,7/2/2565,Sofia,Bulgaria,Urban,Background,7
2565,6/2/2565,Sofia,Bulgaria,Urban,Background,8
2565,5/2/2565,Sofia,Bulgaria,Urban,Background,21
2565,4/2/2565,Sofia,Bulgaria,Urban,Background,14.5
2565,3/2/2565,Sofia,Bulgaria,Urban,Background,4
2565,2/2/2565,Sofia,Bulgaria,Urban,Background,5.6
2565,1/2/2565,Sofia,Bulgaria,Urban,Background,13.3
2565,31/1/2565,Sofia,Bulgaria,Urban,Background,3.4
2565,30/1/2565,Sofia,Bulgaria,Urban,Background,5.8
2565,29/1/2565,Sofia,Bulgaria,Urban,Background,4.8
2565,28/1/2565,Sofia,Bulgaria,Urban,Background,11.9
2565,27/1/2565,Sofia,Bulgaria,Urban,Background,7.9
2565,26/1/2565,Sofia,Bulgaria,Urban,Background,10.4
2565,25/1/2565,Sofia,Bulgaria,Urban,Background,10.8
2565,24/1/2565,Sofia,Bulgaria,Urban,Background,8.2
2565,23/1/2565,Sofia,Bulgaria,Urban,Background,4.8
2565,22/1/2565,Sofia,Bulgaria,Urban,Background,3.2
2565,21/1/2565,Sofia,Bulgaria,Urban,Background,5.3
2565,20/1/2565,Sofia,Bulgaria,Urban,Background,11.3
2565,19/1/2565,Sofia,Bulgaria,Urban,Background,6.3
2565,18/1/2565,Sofia,Bulgaria,Urban,Background,3.4
2565,17/1/2565,Sofia,Bulgaria,Urban,Background,18.9
2565,16/1/2565,Sofia,Bulgaria,Urban,Background,12.8
2565,15/1/2565,Sofia,Bulgaria,Urban,Background,5.9
2565,14/1/2565,Sofia,Bulgaria,Urban,Background,7.4
2565,13/1/2565,Sofia,Bulgaria,Urban,Background,8.1
2565,12/1/2565,Sofia,Bulgaria,Urban,Background,3.2
2565,11/1/2565,Sofia,Bulgaria,Urban,Background,1.9
2565,10/1/2565,Sofia,Bulgaria,Urban,Background,3.1
2565,9/1/2565,Sofia,Bulgaria,Urban,Background,5.3
2565,8/1/2565,Sofia,Bulgaria,Urban,Background,2.3
2565,7/1/2565,Sofia,Bulgaria,Urban,Background,5.5
2565,6/1/2565,Sofia,Bulgaria,Urban,Background,11.6
2565,5/1/2565,Sofia,Bulgaria,Urban,Background,22
2565,4/1/2565,Sofia,Bulgaria,Urban,Background,19.4
2565,3/1/2565,Sofia,Bulgaria,Urban,Background,16.5
2565,2/1/2565,Sofia,Bulgaria,Urban,Background,7.3
2565,1/1/2565,Sofia,Bulgaria,Urban,Background,16.2
2566,31/12/2566,Sofia,Bulgaria,Urban,Background,22.2
2566,30/12/2566,Sofia,Bulgaria,Urban,Background,24.4
2566,29/12/2566,Sofia,Bulgaria,Urban,Background,34.4
2566,28/12/2566,Sofia,Bulgaria,Urban,Background,31.2
2566,27/12/2566,Sofia,Bulgaria,Urban,Background,8.5
2566,26/12/2566,Sofia,Bulgaria,Urban,Background,22.7
2566,25/12/2566,Sofia,Bulgaria,Urban,Background,15.8
2566,24/12/2566,Sofia,Bulgaria,Urban,Background,1.9
2566,23/12/2566,Sofia,Bulgaria,Urban,Background,3.3
2566,22/12/2566,Sofia,Bulgaria,Urban,Background,12.4
2566,21/12/2566,Sofia,Bulgaria,Urban,Background,15.2
2566,20/12/2566,Sofia,Bulgaria,Urban,Background,39.9
2566,19/12/2566,Sofia,Bulgaria,Urban,Background,32.6
2566,18/12/2566,Sofia,Bulgaria,Urban,Background,14.2
2566,17/12/2566,Sofia,Bulgaria,Urban,Background,5.7
2566,16/12/2566,Sofia,Bulgaria,Urban,Background,3.1
2566,15/12/2566,Sofia,Bulgaria,Urban,Background,1.3
2566,14/12/2566,Sofia,Bulgaria,Urban,Background,3.7
2566,13/12/2566,Sofia,Bulgaria,Urban,Background,16.8
2566,12/12/2566,Sofia,Bulgaria,Urban,Background,10.8
2566,11/12/2566,Sofia,Bulgaria,Urban,Background,5.9
2566,10/12/2566,Sofia,Bulgaria,Urban,Background,4.5
2566,9/12/2566,Sofia,Bulgaria,Urban,Background,5.7
2566,8/12/2566,Sofia,Bulgaria,Urban,Background,7
2566,7/12/2566,Sofia,Bulgaria,Urban,Background,2.8
2566,6/12/2566,Sofia,Bulgaria,Urban,Background,1.2
2566,5/12/2566,Sofia,Bulgaria,Urban,Background,4.6
2566,4/12/2566,Sofia,Bulgaria,Urban,Background,9.8
2566,3/12/2566,Sofia,Bulgaria,Urban,Background,3.3
2566,2/12/2566,Sofia,Bulgaria,Urban,Background,1.5
2566,1/12/2566,Sofia,Bulgaria,Urban,Background,6.9
2566,30/11/2566,Sofia,Bulgaria,Urban,Background,12.4
2566,29/11/2566,Sofia,Bulgaria,Urban,Background,1.7
2566,28/11/2566,Sofia,Bulgaria,Urban,Background,8.3
2566,27/11/2566,Sofia,Bulgaria,Urban,Background,6.3
2566,26/11/2566,Sofia,Bulgaria,Urban,Background,7
2566,25/11/2566,Sofia,Bulgaria,Urban,Background,0.6
2566,24/11/2566,Sofia,Bulgaria,Urban,Background,5.9
2566,23/11/2566,Sofia,Bulgaria,Urban,Background,3.7
2566,22/11/2566,Sofia,Bulgaria,Urban,Background,9.9
2566,21/11/2566,Sofia,Bulgaria,Urban,Background,20.9
2566,20/11/2566,Sofia,Bulgaria,Urban,Background,4
2566,19/11/2566,Sofia,Bulgaria,Urban,Background,6.4
2566,18/11/2566,Sofia,Bulgaria,Urban,Background,1.2
2566,17/11/2566,Sofia,Bulgaria,Urban,Background,6.7
2566,16/11/2566,Sofia,Bulgaria,Urban,Background,2.5
2566,15/11/2566,Sofia,Bulgaria,Urban,Background,4.3
2566,14/11/2566,Sofia,Bulgaria,Urban,Background,14.5
2566,13/11/2566,Sofia,Bulgaria,Urban,Background,6.5
2566,12/11/2566,Sofia,Bulgaria,Urban,Background,8.6
2566,11/11/2566,Sofia,Bulgaria,Urban,Background,2.9
2566,10/11/2566,Sofia,Bulgaria,Urban,Background,13.4
2566,9/11/2566,Sofia,Bulgaria,Urban,Background,19.1
2566,8/11/2566,Sofia,Bulgaria,Urban,Background,8.9
2566,7/11/2566,Sofia,Bulgaria,Urban,Background,11.4
2566,6/11/2566,Sofia,Bulgaria,Urban,Background,8.6
2566,5/11/2566,Sofia,Bulgaria,Urban,Background,1.2
2566,4/11/2566,Sofia,Bulgaria,Urban,Background,1.3
2566,3/11/2566,Sofia,Bulgaria,Urban,Background,10
2566,2/11/2566,Sofia,Bulgaria,Urban,Background,12.1
2566,1/11/2566,Sofia,Bulgaria,Urban,Background,5.4
2566,31/10/2566,Sofia,Bulgaria,Urban,Background,9.8
2566,30/10/2566,Sofia,Bulgaria,Urban,Background,5.5
2566,29/10/2566,Sofia,Bulgaria,Urban,Background,5.2
2566,28/10/2566,Sofia,Bulgaria,Urban,Background,5.3
2566,27/10/2566,Sofia,Bulgaria,Urban,Background,2.9
2566,26/10/2566,Sofia,Bulgaria,Urban,Background,3.1
2566,25/10/2566,Sofia,Bulgaria,Urban,Background,5.7
2566,24/10/2566,Sofia,Bulgaria,Urban,Background,8.8
2566,23/10/2566,Sofia,Bulgaria,Urban,Background,6.9
2566,22/10/2566,Sofia,Bulgaria,Urban,Background,6.6
2566,21/10/2566,Sofia,Bulgaria,Urban,Background,7.3
2566,20/10/2566,Sofia,Bulgaria,Urban,Background,10.1
2566,19/10/2566,Sofia,Bulgaria,Urban,Background,9.1
2566,18/10/2566,Sofia,Bulgaria,Urban,Background,8.3
2566,17/10/2566,Sofia,Bulgaria,Urban,Background,3.3
2566,16/10/2566,Sofia,Bulgaria,Urban,Background,0.4
2566,15/10/2566,Sofia,Bulgaria,Urban,Background,13.3
2566,14/10/2566,Sofia,Bulgaria,Urban,Background,11.8
2566,13/10/2566,Sofia,Bulgaria,Urban,Background,17.5
2566,12/10/2566,Sofia,Bulgaria,Urban,Background,11.8
2566,11/10/2566,Sofia,Bulgaria,Urban,Background,6.7
2566,10/10/2566,Sofia,Bulgaria,Urban,Background,5.7
2566,9/10/2566,Sofia,Bulgaria,Urban,Background,5.2
2566,8/10/2566,Sofia,Bulgaria,Urban,Background,8.5
2566,7/10/2566,Sofia,Bulgaria,Urban,Background,8.2
2566,6/10/2566,Sofia,Bulgaria,Urban,Background,8.1
2566,5/10/2566,Sofia,Bulgaria,Urban,Background,14
2566,4/10/2566,Sofia,Bulgaria,Urban,Background,14.4
2566,3/10/2566,Sofia,Bulgaria,Urban,Background,12
2566,2/10/2566,Sofia,Bulgaria,Urban,Background,7.3
2566,1/10/2566,Sofia,Bulgaria,Urban,Background,14.2
2566,30/9/2566,Sofia,Bulgaria,Urban,Background,11
2566,29/9/2566,Sofia,Bulgaria,Urban,Background,10.1
2566,28/9/2566,Sofia,Bulgaria,Urban,Background,6.9
2566,27/9/2566,Sofia,Bulgaria,Urban,Background,9.1
2566,26/9/2566,Sofia,Bulgaria,Urban,Background,15.9
2566,25/9/2566,Sofia,Bulgaria,Urban,Background,5.9
2566,24/9/2566,Sofia,Bulgaria,Urban,Background,10.4
2566,23/9/2566,Sofia,Bulgaria,Urban,Background,15.9
2566,22/9/2566,Sofia,Bulgaria,Urban,Background,14
2566,21/9/2566,Sofia,Bulgaria,Urban,Background,10.4
2566,20/9/2566,Sofia,Bulgaria,Urban,Background,8.5
2566,19/9/2566,Sofia,Bulgaria,Urban,Background,7.8
2566,18/9/2566,Sofia,Bulgaria,Urban,Background,6.7
2566,17/9/2566,Sofia,Bulgaria,Urban,Background,12.3
2566,16/9/2566,Sofia,Bulgaria,Urban,Background,12.2
2566,15/9/2566,Sofia,Bulgaria,Urban,Background,16.3
2566,14/9/2566,Sofia,Bulgaria,Urban,Background,18.8
2566,13/9/2566,Sofia,Bulgaria,Urban,Background,14
2566,12/9/2566,Sofia,Bulgaria,Urban,Background,10.3
2566,11/9/2566,Sofia,Bulgaria,Urban,Background,7.7
2566,10/9/2566,Sofia,Bulgaria,Urban,Background,7.8
2566,9/9/2566,Sofia,Bulgaria,Urban,Background,5.5
2566,8/9/2566,Sofia,Bulgaria,Urban,Background,8.7
2566,7/9/2566,Sofia,Bulgaria,Urban,Background,11.5
2566,6/9/2566,Sofia,Bulgaria,Urban,Background,10.5
2566,5/9/2566,Sofia,Bulgaria,Urban,Background,7.5
2566,4/9/2566,Sofia,Bulgaria,Urban,Background,7.2
2566,2/9/2566,Sofia,Bulgaria,Urban,Background,57.9
2566,1/9/2566,Sofia,Bulgaria,Urban,Background,7.3
2566,31/8/2566,Sofia,Bulgaria,Urban,Background,4.9
2566,30/8/2566,Sofia,Bulgaria,Urban,Background,6.2
2566,29/8/2566,Sofia,Bulgaria,Urban,Background,8.6
2566,28/8/2566,Sofia,Bulgaria,Urban,Background,8.5
2566,27/8/2566,Sofia,Bulgaria,Urban,Background,11.2
2566,26/8/2566,Sofia,Bulgaria,Urban,Background,16.1
2566,25/8/2566,Sofia,Bulgaria,Urban,Background,15.5
2566,24/8/2566,Sofia,Bulgaria,Urban,Background,15.3
2566,23/8/2566,Sofia,Bulgaria,Urban,Background,15.1
2566,22/8/2566,Sofia,Bulgaria,Urban,Background,14.2
2566,21/8/2566,Sofia,Bulgaria,Urban,Background,11.7
2566,20/8/2566,Sofia,Bulgaria,Urban,Background,10.3
2566,19/8/2566,Sofia,Bulgaria,Urban,Background,8.4
2566,18/8/2566,Sofia,Bulgaria,Urban,Background,10.1
2566,17/8/2566,Sofia,Bulgaria,Urban,Background,10.6
2566,16/8/2566,Sofia,Bulgaria,Urban,Background,15.6
2566,15/8/2566,Sofia,Bulgaria,Urban,Background,11.1
2566,14/8/2566,Sofia,Bulgaria,Urban,Background,9.1
2566,13/8/2566,Sofia,Bulgaria,Urban,Background,8.7
2566,12/8/2566,Sofia,Bulgaria,Urban,Background,7.1
2566,11/8/2566,Sofia,Bulgaria,Urban,Background,6.1
2566,10/8/2566,Sofia,Bulgaria,Urban,Background,4.2
2566,9/8/2566,Sofia,Bulgaria,Urban,Background,3.8
2566,8/8/2566,Sofia,Bulgaria,Urban,Background,2.8
2566,7/8/2566,Sofia,Bulgaria,Urban,Background,2.9
2566,6/8/2566,Sofia,Bulgaria,Urban,Background,3.9
2566,5/8/2566,Sofia,Bulgaria,Urban,Background,11.7
2566,4/8/2566,Sofia,Bulgaria,Urban,Background,15.2
2566,3/8/2566,Sofia,Bulgaria,Urban,Background,15.7
2566,2/8/2566,Sofia,Bulgaria,Urban,Background,11.9
2566,1/8/2566,Sofia,Bulgaria,Urban,Background,7.3
2566,31/7/2566,Sofia,Bulgaria,Urban,Background,9.2
2566,30/7/2566,Sofia,Bulgaria,Urban,Background,9.2
2566,29/7/2566,Sofia,Bulgaria,Urban,Background,6.4
2566,28/7/2566,Sofia,Bulgaria,Urban,Background,10
2566,27/7/2566,Sofia,Bulgaria,Urban,Background,4.3
2566,26/7/2566,Sofia,Bulgaria,Urban,Background,12.6
2566,25/7/2566,Sofia,Bulgaria,Urban,Background,15
2566,24/7/2566,Sofia,Bulgaria,Urban,Background,12.2
2566,23/7/2566,Sofia,Bulgaria,Urban,Background,12.6
2566,22/7/2566,Sofia,Bulgaria,Urban,Background,12.5
2566,21/7/2566,Sofia,Bulgaria,Urban,Background,9.1
2566,20/7/2566,Sofia,Bulgaria,Urban,Background,7.2
2566,19/7/2566,Sofia,Bulgaria,Urban,Background,11.8
2566,18/7/2566,Sofia,Bulgaria,Urban,Background,15.8
2566,17/7/2566,Sofia,Bulgaria,Urban,Background,16.5
2566,16/7/2566,Sofia,Bulgaria,Urban,Background,14.7
2566,15/7/2566,Sofia,Bulgaria,Urban,Background,14.7
2566,14/7/2566,Sofia,Bulgaria,Urban,Background,14.7
2566,13/7/2566,Sofia,Bulgaria,Urban,Background,12.8
2566,12/7/2566,Sofia,Bulgaria,Urban,Background,14.5
2566,11/7/2566,Sofia,Bulgaria,Urban,Background,15.6
2566,10/7/2566,Sofia,Bulgaria,Urban,Background,9.6
2566,9/7/2566,Sofia,Bulgaria,Urban,Background,9.2
2566,8/7/2566,Sofia,Bulgaria,Urban,Background,9.5
2566,7/7/2566,Sofia,Bulgaria,Urban,Background,11.3
2566,6/7/2566,Sofia,Bulgaria,Urban,Background,8.7
2566,5/7/2566,Sofia,Bulgaria,Urban,Background,13.8
2566,4/7/2566,Sofia,Bulgaria,Urban,Background,11.7
2566,3/7/2566,Sofia,Bulgaria,Urban,Background,12.5
2566,2/7/2566,Sofia,Bulgaria,Urban,Background,10.7
2566,1/7/2566,Sofia,Bulgaria,Urban,Background,11.8
2566,30/6/2566,Sofia,Bulgaria,Urban,Background,12.1
2566,29/6/2566,Sofia,Bulgaria,Urban,Background,7.7
2566,28/6/2566,Sofia,Bulgaria,Urban,Background,10.2
2566,27/6/2566,Sofia,Bulgaria,Urban,Background,11.4
2566,26/6/2566,Sofia,Bulgaria,Urban,Background,14.1
2566,25/6/2566,Sofia,Bulgaria,Urban,Background,9.4
2566,24/6/2566,Sofia,Bulgaria,Urban,Background,15.9
2566,23/6/2566,Sofia,Bulgaria,Urban,Background,15
2566,22/6/2566,Sofia,Bulgaria,Urban,Background,15.3
2566,21/6/2566,Sofia,Bulgaria,Urban,Background,16.2
2566,20/6/2566,Sofia,Bulgaria,Urban,Background,12.5
2566,19/6/2566,Sofia,Bulgaria,Urban,Background,7.7
2566,18/6/2566,Sofia,Bulgaria,Urban,Background,11.2
2566,17/6/2566,Sofia,Bulgaria,Urban,Background,4.8
2566,16/6/2566,Sofia,Bulgaria,Urban,Background,9.3
2566,15/6/2566,Sofia,Bulgaria,Urban,Background,8.6
2566,14/6/2566,Sofia,Bulgaria,Urban,Background,7.3
2566,13/6/2566,Sofia,Bulgaria,Urban,Background,10.3
2566,12/6/2566,Sofia,Bulgaria,Urban,Background,9.3
2566,11/6/2566,Sofia,Bulgaria,Urban,Background,8.6
2566,10/6/2566,Sofia,Bulgaria,Urban,Background,8.5
2566,9/6/2566,Sofia,Bulgaria,Urban,Background,8.9
2566,8/6/2566,Sofia,Bulgaria,Urban,Background,8.8
2566,7/6/2566,Sofia,Bulgaria,Urban,Background,7.7
2566,6/6/2566,Sofia,Bulgaria,Urban,Background,4.6
2566,5/6/2566,Sofia,Bulgaria,Urban,Background,9.9
2566,4/6/2566,Sofia,Bulgaria,Urban,Background,14
2566,2/6/2566,Sofia,Bulgaria,Urban,Background,11.2
2566,1/6/2566,Sofia,Bulgaria,Urban,Background,11.3
2566,31/5/2566,Sofia,Bulgaria,Urban,Background,9
2566,30/5/2566,Sofia,Bulgaria,Urban,Background,6.4
2566,29/5/2566,Sofia,Bulgaria,Urban,Background,6.2
2566,28/5/2566,Sofia,Bulgaria,Urban,Background,6.4
2566,27/5/2566,Sofia,Bulgaria,Urban,Background,8.8
2566,26/5/2566,Sofia,Bulgaria,Urban,Background,7.5
2566,25/5/2566,Sofia,Bulgaria,Urban,Background,9.3
2566,24/5/2566,Sofia,Bulgaria,Urban,Background,10
2566,23/5/2566,Sofia,Bulgaria,Urban,Background,8.1
2566,22/5/2566,Sofia,Bulgaria,Urban,Background,9.9
2566,21/5/2566,Sofia,Bulgaria,Urban,Background,9.5
2566,20/5/2566,Sofia,Bulgaria,Urban,Background,10.2
2566,19/5/2566,Sofia,Bulgaria,Urban,Background,9.5
2566,18/5/2566,Sofia,Bulgaria,Urban,Background,7.2
2566,17/5/2566,Sofia,Bulgaria,Urban,Background,13.1
2566,16/5/2566,Sofia,Bulgaria,Urban,Background,17.4
2566,15/5/2566,Sofia,Bulgaria,Urban,Background,10.5
2566,14/5/2566,Sofia,Bulgaria,Urban,Background,9.3
2566,13/5/2566,Sofia,Bulgaria,Urban,Background,7.6
2566,12/5/2566,Sofia,Bulgaria,Urban,Background,7.7
2566,11/5/2566,Sofia,Bulgaria,Urban,Background,8.9
2566,10/5/2566,Sofia,Bulgaria,Urban,Background,7
2566,9/5/2566,Sofia,Bulgaria,Urban,Background,4.5
2566,8/5/2566,Sofia,Bulgaria,Urban,Background,10.6
2566,7/5/2566,Sofia,Bulgaria,Urban,Background,10.1
2566,6/5/2566,Sofia,Bulgaria,Urban,Background,8.5
2566,5/5/2566,Sofia,Bulgaria,Urban,Background,6.3
2566,4/5/2566,Sofia,Bulgaria,Urban,Background,8.3
2566,3/5/2566,Sofia,Bulgaria,Urban,Background,9.2
2566,2/5/2566,Sofia,Bulgaria,Urban,Background,7.3
2566,1/5/2566,Sofia,Bulgaria,Urban,Background,8.2
2566,30/4/2566,Sofia,Bulgaria,Urban,Background,12.2
2566,29/4/2566,Sofia,Bulgaria,Urban,Background,13.1
2566,28/4/2566,Sofia,Bulgaria,Urban,Background,6.5
2566,27/4/2566,Sofia,Bulgaria,Urban,Background,6
2566,26/4/2566,Sofia,Bulgaria,Urban,Background,5.9
2566,25/4/2566,Sofia,Bulgaria,Urban,Background,5.9
2566,24/4/2566,Sofia,Bulgaria,Urban,Background,12.3
2566,23/4/2566,Sofia,Bulgaria,Urban,Background,9.7
2566,22/4/2566,Sofia,Bulgaria,Urban,Background,10.8
2566,21/4/2566,Sofia,Bulgaria,Urban,Background,9.2
2566,20/4/2566,Sofia,Bulgaria,Urban,Background,11.4
2566,19/4/2566,Sofia,Bulgaria,Urban,Background,4
2566,18/4/2566,Sofia,Bulgaria,Urban,Background,5.8
2566,17/4/2566,Sofia,Bulgaria,Urban,Background,9.2
2566,16/4/2566,Sofia,Bulgaria,Urban,Background,7.6
2566,15/4/2566,Sofia,Bulgaria,Urban,Background,7.2
2566,14/4/2566,Sofia,Bulgaria,Urban,Background,8.2
2566,13/4/2566,Sofia,Bulgaria,Urban,Background,8.2
2566,12/4/2566,Sofia,Bulgaria,Urban,Background,10.3
2566,3/4/2566,Sofia,Bulgaria,Urban,Background,7.6
2566,2/4/2566,Sofia,Bulgaria,Urban,Background,2.9
2566,1/4/2566,Sofia,Bulgaria,Urban,Background,8.4
2566,31/3/2566,Sofia,Bulgaria,Urban,Background,8.9
2566,30/3/2566,Sofia,Bulgaria,Urban,Background,5
2566,29/3/2566,Sofia,Bulgaria,Urban,Background,4.9
2566,28/3/2566,Sofia,Bulgaria,Urban,Background,6.4
2566,27/3/2566,Sofia,Bulgaria,Urban,Background,7.3
2566,26/3/2566,Sofia,Bulgaria,Urban,Background,4.9
2566,25/3/2566,Sofia,Bulgaria,Urban,Background,14.9
2566,22/3/2566,Sofia,Bulgaria,Urban,Background,7.9
2566,21/3/2566,Sofia,Bulgaria,Urban,Background,14.4
2566,20/3/2566,Sofia,Bulgaria,Urban,Background,18
2566,19/3/2566,Sofia,Bulgaria,Urban,Background,12.9
2566,18/3/2566,Sofia,Bulgaria,Urban,Background,11.3
2566,17/3/2566,Sofia,Bulgaria,Urban,Background,5.3
2566,16/3/2566,Sofia,Bulgaria,Urban,Background,5
2566,15/3/2566,Sofia,Bulgaria,Urban,Background,8.9
2566,14/3/2566,Sofia,Bulgaria,Urban,Background,11.3
2566,13/3/2566,Sofia,Bulgaria,Urban,Background,12
2566,12/3/2566,Sofia,Bulgaria,Urban,Background,4
2566,11/3/2566,Sofia,Bulgaria,Urban,Background,3.6
2566,10/3/2566,Sofia,Bulgaria,Urban,Background,5.9
2566,9/3/2566,Sofia,Bulgaria,Urban,Background,5.2
2566,8/3/2566,Sofia,Bulgaria,Urban,Background,6.4
2566,7/3/2566,Sofia,Bulgaria,Urban,Background,6.6
2566,6/3/2566,Sofia,Bulgaria,Urban,Background,10
2566,5/3/2566,Sofia,Bulgaria,Urban,Background,9.5
2566,4/3/2566,Sofia,Bulgaria,Urban,Background,10.1
2566,3/3/2566,Sofia,Bulgaria,Urban,Background,5.9
2566,2/3/2566,Sofia,Bulgaria,Urban,Background,3.2
2566,1/3/2566,Sofia,Bulgaria,Urban,Background,3
2566,28/2/2566,Sofia,Bulgaria,Urban,Background,8.5
2566,27/2/2566,Sofia,Bulgaria,Urban,Background,8.1
2566,26/2/2566,Sofia,Bulgaria,Urban,Background,13.2
2566,25/2/2566,Sofia,Bulgaria,Urban,Background,10.6
2566,24/2/2566,Sofia,Bulgaria,Urban,Background,10.8
2566,23/2/2566,Sofia,Bulgaria,Urban,Background,16.6
2566,22/2/2566,Sofia,Bulgaria,Urban,Background,10.9
2566,21/2/2566,Sofia,Bulgaria,Urban,Background,7.5
2566,20/2/2566,Sofia,Bulgaria,Urban,Background,4.7
2566,19/2/2566,Sofia,Bulgaria,Urban,Background,8.6
2566,18/2/2566,Sofia,Bulgaria,Urban,Background,14.3
2566,17/2/2566,Sofia,Bulgaria,Urban,Background,18
2566,16/2/2566,Sofia,Bulgaria,Urban,Background,33.6
2566,15/2/2566,Sofia,Bulgaria,Urban,Background,13.9
2566,14/2/2566,Sofia,Bulgaria,Urban,Background,11.6
2566,13/2/2566,Sofia,Bulgaria,Urban,Background,21.9
2566,12/2/2566,Sofia,Bulgaria,Urban,Background,21
2566,11/2/2566,Sofia,Bulgaria,Urban,Background,14.1
2566,10/2/2566,Sofia,Bulgaria,Urban,Background,25.3
